id,postal_code,region,province,type_of_property,price,number_of_bedrooms,surface,kitchen_type,furnished,open_fire,terrace,terrace_surface,garden,garden_surface,land_surface,number_of_facades,swimming_pool,state_of_the_building,priceperm2
9509948,1340,Wallonia,Walloon Brabant,APARTMENT,695000.0,3.0,213.0,0.0,0.0,0,1.0,44.0,,,,3.0,,,3262.910798122066
9892287,1030,Brussels,Brussels,HOUSE,790000.0,4.0,240.0,1.0,0.0,0,,,,,0.0,3.0,,1.5,3291.6666666666665
9876306,9290,Flanders,East Flanders,APARTMENT,435000.0,3.0,124.0,2.0,,0,1.0,18.0,,,,3.0,,,3508.064516129032
9844758,1330,Wallonia,Walloon Brabant,HOUSE,699000.0,6.0,310.0,2.5,,0,1.0,32.0,,,459.0,2.0,0.0,,2254.8387096774195
10109685,1861,Flanders,Flemish Brabant,HOUSE,725000.0,6.0,290.0,2.5,0.0,0,1.0,,,,775.0,4.0,,2.0,2500.0
9996196,3940,Flanders,Limburg,HOUSE,895000.0,3.0,400.0,,0.0,0,,,,,707.0,4.0,0.0,,2237.5
9965839,2630,Flanders,Antwerp,HOUSE,320000.0,2.0,114.0,,0.0,0,1.0,16.0,1.0,106.0,201.0,,0.0,2.0,2807.0175438596493
10149481,6183,Wallonia,Hainaut,APARTMENT,229000.0,2.0,87.0,2.0,,0,1.0,10.0,,,,,,,2632.183908045977
10085657,9200,Flanders,East Flanders,HOUSE,950000.0,5.0,340.0,1.0,0.0,0,1.0,80.0,1.0,65.0,416.0,,0.0,3.0,2794.1176470588234
9847742,8660,Flanders,West Flanders,APARTMENT,299000.0,1.0,56.0,1.0,0.0,0,1.0,,,,,,0.0,,5339.285714285715
10018502,8300,Flanders,West Flanders,HOUSE,4395000.0,6.0,357.0,2.5,0.0,0,1.0,,,,664.0,3.0,0.0,3.0,12310.9243697479
6857668,3582,Flanders,Limburg,HOUSE,313646.0,3.0,186.0,1.0,0.0,0,,,1.0,453.0,453.0,,0.0,,1686.268817204301
10064296,8650,Flanders,West Flanders,APARTMENT,150000.0,2.0,100.0,,0.0,0,,,,,,2.0,0.0,2.0,1500.0
8775149,3940,Flanders,Limburg,APARTMENT,180200.0,1.0,65.0,1.0,0.0,0,1.0,6.0,,,,,0.0,,2772.3076923076924
10063295,2830,Flanders,Antwerp,APARTMENT,220000.0,1.0,74.0,2.0,0.0,0,1.0,,1.0,176.0,,,,,2972.972972972973
10098489,8450,Flanders,West Flanders,HOUSE,455000.0,3.0,184.0,,0.0,0,,,1.0,,600.0,,0.0,2.0,2472.8260869565215
10150599,8380,Flanders,West Flanders,APARTMENT,315000.0,2.0,103.0,,0.0,0,1.0,8.0,,,,,,3.0,3058.252427184466
9980039,9000,Flanders,East Flanders,HOUSE,375000.0,5.0,174.0,1.0,0.0,0,,,,,61.0,2.0,,,2155.1724137931033
10134006,6800,Wallonia,Luxembourg,HOUSE,365000.0,2.0,290.0,1.0,0.0,0,1.0,19.0,1.0,1200.0,14.0,4.0,,1.5,1258.6206896551723
10112051,3945,Flanders,Limburg,APARTMENT,265000.0,2.0,95.0,1.0,,0,1.0,15.0,1.0,38.0,,2.0,0.0,3.0,2789.4736842105262
10104475,6780,Wallonia,Luxembourg,HOUSE,570000.0,3.0,264.0,1.0,0.0,0,,,1.0,,4417.0,4.0,,2.0,2159.090909090909
9831894,8620,Flanders,West Flanders,APARTMENT,225000.0,2.0,45.0,1.0,0.0,0,1.0,,,,,2.0,0.0,2.0,5000.0
9983500,1780,Flanders,Flemish Brabant,HOUSE,365000.0,5.0,180.0,,0.0,0,1.0,15.0,,,110.0,2.0,0.0,2.0,2027.7777777777778
10005046,1083,Brussels,Brussels,APARTMENT,199000.0,2.0,75.0,1.0,0.0,0,1.0,19.0,,,,2.0,0.0,3.0,2653.3333333333335
10109410,1080,Brussels,Brussels,HOUSE,439000.0,5.0,253.0,1.0,0.0,0,1.0,,1.0,66.0,0.0,2.0,0.0,2.0,1735.1778656126482
9848450,1410,Wallonia,Walloon Brabant,HOUSE,729000.0,6.0,200.0,1.0,0.0,1,1.0,37.0,1.0,400.0,834.0,4.0,,2.0,3645.0
9979863,3650,Flanders,Limburg,HOUSE,417000.0,4.0,225.0,,0.0,0,,,,,1139.0,4.0,1.0,,1853.3333333333333
10143558,1760,Flanders,Flemish Brabant,HOUSE,980000.0,4.0,265.0,2.0,0.0,0,,,,,3300.0,4.0,0.0,2.0,3698.1132075471696
9557504,2140,Flanders,Antwerp,APARTMENT,229900.0,3.0,115.0,1.0,0.0,0,1.0,4.0,,,,,,2.0,1999.1304347826087
10067351,1050,Brussels,Brussels,APARTMENT,295000.0,0.0,48.0,2.5,0.0,0,,,,,,2.0,0.0,3.0,6145.833333333333
10149402,9600,Flanders,East Flanders,HOUSE,130000.0,2.0,95.0,1.0,,0,1.0,15.0,,,95.0,2.0,0.0,1.5,1368.421052631579
10036979,5600,Wallonia,Namur,HOUSE,68000.0,2.0,25.0,1.0,0.0,0,1.0,17.0,1.0,2600.0,3556.0,4.0,,,2720.0
9702374,1380,Wallonia,Walloon Brabant,HOUSE,545000.0,5.0,210.0,1.0,0.0,0,1.0,30.0,1.0,2000.0,2000.0,4.0,0.0,1.5,2595.2380952380954
10103653,6150,Wallonia,Hainaut,HOUSE,250000.0,3.0,217.0,1.0,0.0,0,1.0,,1.0,650.0,939.0,3.0,,2.0,1152.073732718894
9486550,1500,Flanders,Flemish Brabant,APARTMENT,304900.0,2.0,103.0,,0.0,0,,,,,,,,,2960.1941747572814
9659622,6000,Wallonia,Hainaut,APARTMENT,99000.0,2.0,70.0,1.0,,0,1.0,,,,,,,2.0,1414.2857142857142
10046485,1150,Brussels,Brussels,APARTMENT,299000.0,2.0,85.0,1.0,0.0,0,,,,,,2.0,,2.0,3517.6470588235293
10135875,9300,Flanders,East Flanders,HOUSE,320000.0,4.0,197.0,2.0,,0,,,,,180.0,,0.0,2.0,1624.3654822335025
9919593,7322,Wallonia,Hainaut,HOUSE,225000.0,3.0,190.0,1.0,0.0,1,1.0,25.0,1.0,,955.0,4.0,,1.5,1184.2105263157894
10126490,2880,Flanders,Antwerp,HOUSE,260000.0,2.0,95.0,1.0,0.0,0,,,1.0,105.0,175.0,2.0,0.0,2.0,2736.842105263158
10149630,9040,Flanders,East Flanders,HOUSE,430000.0,3.0,185.0,1.0,0.0,0,1.0,17.0,,,0.0,2.0,0.0,3.0,2324.324324324324
9905376,8620,Flanders,West Flanders,APARTMENT,139000.0,0.0,26.0,1.0,,0,1.0,,,,,2.0,,3.0,5346.153846153846
10085912,2550,Flanders,Antwerp,HOUSE,649500.0,4.0,288.0,1.0,0.0,0,1.0,,,,891.0,4.0,1.0,1.0,2255.2083333333335
10014807,9260,Flanders,East Flanders,HOUSE,370000.0,3.0,214.0,1.0,0.0,0,1.0,20.0,1.0,350.0,718.0,4.0,,2.0,1728.9719626168223
9848258,3190,Flanders,Flemish Brabant,HOUSE,260000.0,5.0,230.0,,0.0,0,,,,,930.0,4.0,,1.0,1130.4347826086957
10111853,9040,Flanders,East Flanders,APARTMENT,179000.0,1.0,52.0,1.0,0.0,0,,,,,,,0.0,,3442.3076923076924
10028243,9000,Flanders,East Flanders,HOUSE,390000.0,5.0,143.0,1.0,0.0,0,1.0,,1.0,,143.0,,0.0,3.0,2727.2727272727275
10119712,1755,Flanders,Flemish Brabant,HOUSE,520000.0,3.0,180.0,2.0,0.0,0,1.0,15.0,1.0,400.0,674.0,4.0,,3.0,2888.8888888888887
10033027,1470,Wallonia,Walloon Brabant,HOUSE,615000.0,5.0,255.0,,1.0,0,,,,,2641.0,4.0,0.0,2.0,2411.764705882353
10030813,4400,Wallonia,Liège,HOUSE,147000.0,2.0,67.0,1.0,0.0,0,,,1.0,85.0,123.0,2.0,0.0,2.0,2194.0298507462685
10139135,4040,Wallonia,Liège,HOUSE,750000.0,4.0,407.0,,0.0,0,1.0,50.0,1.0,897.0,1145.0,4.0,,0.0,1842.7518427518428
9660366,6670,Wallonia,Luxembourg,HOUSE,165000.0,4.0,250.0,0.0,0.0,0,,,,,0.0,2.0,0.0,1.0,660.0
10060397,3800,Flanders,Limburg,HOUSE,445000.0,2.0,211.0,1.0,0.0,0,,,,,280.0,2.0,,,2109.004739336493
10032373,2320,Flanders,Antwerp,APARTMENT,289000.0,2.0,75.0,,0.0,0,1.0,,,,,4.0,,2.0,3853.3333333333335
10082056,1030,Brussels,Brussels,APARTMENT,425000.0,2.0,123.0,2.5,0.0,0,1.0,7.0,,,,3.0,,2.0,3455.2845528455287
10126157,7900,Wallonia,Hainaut,HOUSE,228000.0,4.0,240.0,1.0,0.0,0,1.0,,,,335.0,3.0,0.0,2.0,950.0
9901893,9200,Flanders,East Flanders,APARTMENT,325000.0,2.0,117.0,,,0,1.0,,1.0,,,,0.0,,2777.777777777778
9973527,1040,Brussels,Brussels,APARTMENT,297000.0,1.0,130.0,,,0,1.0,4.0,1.0,57.0,,2.0,0.0,2.0,2284.6153846153848
9862059,1831,Flanders,Flemish Brabant,APARTMENT,214950.0,1.0,65.0,1.5,0.0,0,1.0,12.0,,,,4.0,,2.0,3306.923076923077
10141150,4287,Wallonia,Liège,HOUSE,250000.0,3.0,165.0,,0.0,1,1.0,,,,630.0,3.0,,2.0,1515.1515151515152
10135030,8970,Flanders,West Flanders,HOUSE,188000.0,2.0,86.0,1.0,0.0,0,,,,,60.0,2.0,0.0,2.0,2186.046511627907
9969870,2660,Flanders,Antwerp,HOUSE,365000.0,3.0,260.0,1.0,0.0,1,1.0,,1.0,,210.0,2.0,,2.0,1403.8461538461538
10069192,8210,Flanders,West Flanders,HOUSE,950000.0,4.0,300.0,1.0,,1,1.0,20.0,1.0,1400.0,1698.0,4.0,0.0,,3166.6666666666665
10124526,4000,Wallonia,Liège,APARTMENT,180000.0,1.0,68.0,1.0,0.0,0,1.0,,,,,2.0,,3.0,2647.0588235294117
10038375,7100,Wallonia,Hainaut,APARTMENT,99000.0,1.0,56.0,1.0,0.0,0,,,,,,3.0,0.0,2.0,1767.857142857143
10073164,9700,Flanders,East Flanders,HOUSE,1995000.0,7.0,1500.0,1.0,0.0,1,,,,,5000.0,4.0,,3.0,1330.0
8562842,3670,Flanders,Limburg,APARTMENT,163508.0,1.0,61.0,,,0,1.0,,,,,,,,2680.4590163934427
8876009,8600,Flanders,West Flanders,APARTMENT,227350.0,2.0,109.0,,0.0,0,,,,,,2.0,0.0,2.0,2085.7798165137615
10125372,9032,Flanders,East Flanders,HOUSE,249000.0,2.0,98.0,0.0,0.0,0,1.0,,1.0,,224.0,2.0,0.0,1.0,2540.816326530612
10102800,1080,Brussels,Brussels,HOUSE,375000.0,4.0,190.0,1.0,0.0,0,1.0,13.0,,,80.0,2.0,0.0,,1973.6842105263158
9960348,2000,Flanders,Antwerp,APARTMENT,825000.0,2.0,180.0,2.0,,0,1.0,29.0,,,,,,3.0,4583.333333333333
10121523,4030,Wallonia,Liège,HOUSE,145000.0,1.0,90.0,0.0,0.0,0,,,,,87.0,3.0,,1.0,1611.111111111111
10116959,9900,Flanders,East Flanders,HOUSE,575000.0,4.0,238.0,1.5,,0,1.0,11.0,1.0,117.0,348.0,,0.0,3.0,2415.9663865546217
10061940,2300,Flanders,Antwerp,HOUSE,299000.0,4.0,175.0,1.0,0.0,0,,,,,211.0,3.0,,2.0,1708.5714285714287
9852998,8500,Flanders,West Flanders,HOUSE,159000.0,4.0,122.0,,0.0,0,,,,,105.0,2.0,,1.0,1303.27868852459
10129146,9000,Flanders,East Flanders,APARTMENT,550000.0,3.0,157.0,1.0,,0,1.0,52.0,,,,,,2.0,3503.184713375796
9877868,9700,Flanders,East Flanders,HOUSE,479000.0,4.0,263.0,,0.0,0,1.0,104.0,1.0,,1079.0,3.0,1.0,3.0,1821.2927756653992
9908340,2070,Flanders,Antwerp,APARTMENT,456500.0,2.0,122.0,1.0,0.0,0,1.0,26.0,,,,2.0,,,3741.8032786885246
9901107,8560,Flanders,West Flanders,APARTMENT,320000.0,3.0,153.0,2.0,0.0,0,1.0,14.0,1.0,,,,0.0,3.0,2091.503267973856
10109405,1700,Flanders,Flemish Brabant,HOUSE,495000.0,4.0,341.0,1.0,0.0,0,1.0,,,,499.0,3.0,0.0,2.0,1451.6129032258063
10141354,2800,Flanders,Antwerp,HOUSE,346000.0,3.0,130.0,1.0,0.0,0,1.0,30.0,,,115.0,2.0,,2.0,2661.5384615384614
10113655,1020,Brussels,Brussels,HOUSE,795000.0,8.0,350.0,1.0,,0,1.0,,1.0,150.0,270.0,2.0,0.0,2.0,2271.4285714285716
10129118,5030,Wallonia,Namur,APARTMENT,325000.0,3.0,92.0,1.0,0.0,0,1.0,,1.0,50.0,,3.0,,2.0,3532.608695652174
10124437,9950,Flanders,East Flanders,HOUSE,350000.0,4.0,248.0,,0.0,0,,,1.0,,573.0,4.0,0.0,1.5,1411.2903225806451
10072149,8370,Flanders,West Flanders,APARTMENT,449000.0,6.0,350.0,,0.0,0,,,,,,2.0,0.0,2.0,1282.857142857143
8916140,8000,Flanders,West Flanders,APARTMENT,370000.0,2.0,95.0,2.0,0.0,0,1.0,19.0,,,,4.0,0.0,3.0,3894.7368421052633
10054328,1730,Flanders,Flemish Brabant,HOUSE,259000.0,2.0,166.0,2.0,0.0,0,1.0,,1.0,40.0,119.0,2.0,0.0,3.0,1560.2409638554218
10098428,2930,Flanders,Antwerp,HOUSE,325000.0,2.0,140.0,1.0,1.0,0,1.0,,1.0,,1918.0,4.0,,2.0,2321.4285714285716
10101862,6010,Wallonia,Hainaut,HOUSE,145000.0,2.0,100.0,,1.0,0,1.0,5.0,1.0,1.0,450.0,2.0,0.0,2.0,1450.0
9888256,1880,Flanders,Flemish Brabant,HOUSE,369000.0,4.0,148.0,1.0,0.0,0,,,1.0,115.0,390.0,3.0,,2.0,2493.2432432432433
8134784,7370,Wallonia,Hainaut,APARTMENT,206000.0,3.0,125.0,1.0,,0,,,,,,,,3.0,1648.0
10093648,1180,Brussels,Brussels,HOUSE,1835000.0,4.0,250.0,2.5,0.0,1,1.0,105.0,1.0,690.0,1060.0,,1.0,,7340.0
9821630,6040,Wallonia,Hainaut,HOUSE,750000.0,2.0,1200.0,1.0,,0,1.0,,,,180.0,2.0,,3.0,625.0
10142890,4141,Wallonia,Liège,HOUSE,169000.0,2.0,100.0,1.0,0.0,0,,,1.0,125.0,274.0,3.0,0.0,1.0,1690.0
10137654,3200,Flanders,Flemish Brabant,APARTMENT,259000.0,2.0,110.0,1.0,0.0,0,,,,,,3.0,,2.0,2354.5454545454545
10004486,2950,Flanders,Antwerp,APARTMENT,249000.0,1.0,65.0,2.0,0.0,0,1.0,5.0,,,,3.0,,2.0,3830.769230769231
9956323,4053,Wallonia,Liège,HOUSE,640000.0,3.0,202.0,1.0,0.0,0,,,,,2790.0,4.0,0.0,2.0,3168.3168316831684
10067822,1000,Brussels,Brussels,APARTMENT,660000.0,2.0,107.0,2.0,0.0,0,,,,,,,0.0,2.0,6168.22429906542
9759501,1050,Brussels,Brussels,APARTMENT,439000.0,2.0,90.0,2.5,,0,,,,,,,,3.0,4877.777777777777
10121106,1547,Flanders,Flemish Brabant,HOUSE,950000.0,3.0,266.0,1.0,0.0,1,1.0,,1.0,,3229.0,4.0,,2.0,3571.4285714285716
10134240,1800,Flanders,Flemish Brabant,HOUSE,495000.0,5.0,240.0,,0.0,0,1.0,18.0,1.0,600.0,609.0,,,2.0,2062.5
9919469,7903,Wallonia,Hainaut,HOUSE,450000.0,5.0,340.0,1.0,0.0,1,,,1.0,,0.0,4.0,,1.5,1323.5294117647059
10102200,1050,Brussels,Brussels,APARTMENT,960000.0,3.0,212.0,2.5,,1,1.0,52.0,,,,2.0,0.0,2.0,4528.301886792453
10095747,9890,Flanders,East Flanders,APARTMENT,275000.0,2.0,95.0,1.0,0.0,0,1.0,11.0,,,,2.0,0.0,,2894.7368421052633
10058592,1730,Flanders,Flemish Brabant,APARTMENT,398000.0,2.0,101.0,2.0,0.0,0,1.0,30.0,1.0,,,3.0,,2.0,3940.5940594059407
9734987,7090,Wallonia,Hainaut,HOUSE,175000.0,2.0,85.0,1.0,0.0,0,,,,,85.0,2.0,0.0,3.0,2058.823529411765
9843354,9980,Flanders,East Flanders,HOUSE,289000.0,3.0,105.0,1.0,0.0,0,,,1.0,1300.0,1500.0,,0.0,1.5,2752.3809523809523
9901915,9200,Flanders,East Flanders,APARTMENT,650000.0,2.0,107.0,,,0,1.0,,1.0,,,,0.0,,6074.7663551401865
9960429,1200,Brussels,Brussels,APARTMENT,295000.0,1.0,68.0,1.5,0.0,0,1.0,4.0,,,,2.0,0.0,2.0,4338.235294117647
10146819,1050,Brussels,Brussels,APARTMENT,495000.0,2.0,82.0,2.0,0.0,0,1.0,8.0,,,,2.0,0.0,3.0,6036.585365853659
10141735,6180,Wallonia,Hainaut,HOUSE,283250.0,3.0,150.0,,,0,,,1.0,,799.0,3.0,,,1888.3333333333333
10033296,1370,Wallonia,Walloon Brabant,HOUSE,759000.0,6.0,250.0,2.5,,0,1.0,50.0,1.0,5965.0,5965.0,4.0,1.0,2.0,3036.0
10145818,1000,Brussels,Brussels,HOUSE,2900000.0,4.0,630.0,,0.0,1,1.0,62.0,,,395.0,2.0,0.0,3.0,4603.174603174603
9890940,3700,Flanders,Limburg,HOUSE,539000.0,3.0,305.0,1.0,0.0,1,1.0,16.0,1.0,1000.0,1786.0,4.0,0.0,2.0,1767.2131147540983
10117851,2018,Flanders,Antwerp,APARTMENT,189000.0,1.0,44.0,1.0,0.0,0,1.0,8.0,,,,,,2.0,4295.454545454545
9844868,9140,Flanders,East Flanders,APARTMENT,380997.0,2.0,124.0,,0.0,0,1.0,16.0,,,,2.0,0.0,3.0,3072.5564516129034
10078294,9120,Flanders,East Flanders,HOUSE,350000.0,3.0,180.0,1.0,,0,1.0,,,,254.0,3.0,,1.0,1944.4444444444443
10086714,1630,Flanders,Flemish Brabant,APARTMENT,199000.0,2.0,75.0,,0.0,0,1.0,15.0,,,,2.0,,2.0,2653.3333333333335
10125613,4800,Wallonia,Liège,APARTMENT,168000.0,1.0,70.0,1.0,,0,1.0,5.0,,,,3.0,0.0,3.0,2400.0
8894720,1190,Brussels,Brussels,APARTMENT,450000.0,2.0,220.0,2.0,0.0,0,1.0,12.0,,,,2.0,,,2045.4545454545455
10123234,1850,Flanders,Flemish Brabant,HOUSE,430000.0,4.0,190.0,,0.0,0,,,,,650.0,4.0,0.0,2.0,2263.157894736842
10096690,1950,Flanders,Flemish Brabant,HOUSE,1500000.0,6.0,570.0,,0.0,0,1.0,,1.0,180.0,790.0,4.0,0.0,3.0,2631.5789473684213
9593404,9260,Flanders,East Flanders,APARTMENT,195000.0,2.0,85.0,1.5,,0,1.0,4.0,,,,3.0,,3.0,2294.1176470588234
10138473,4400,Wallonia,Liège,HOUSE,179900.0,3.0,109.0,,0.0,0,1.0,,,,400.0,3.0,,2.0,1650.4587155963302
10130338,1070,Brussels,Brussels,HOUSE,399000.0,5.0,150.0,1.0,0.0,0,1.0,,1.0,100.0,192.0,2.0,0.0,1.5,2660.0
10057747,8620,Flanders,West Flanders,APARTMENT,289000.0,1.0,59.0,,,0,1.0,,,,,,,,4898.3050847457625
10108558,1050,Brussels,Brussels,APARTMENT,1495000.0,2.0,120.0,2.5,0.0,0,1.0,80.0,,,,2.0,0.0,3.0,12458.333333333334
10100998,3271,Flanders,Flemish Brabant,HOUSE,325000.0,3.0,139.0,1.0,0.0,0,,,,,1780.0,4.0,,2.0,2338.1294964028775
10130712,6560,Wallonia,Hainaut,HOUSE,247500.0,3.0,100.0,1.0,0.0,0,1.0,10.0,1.0,590.0,690.0,4.0,,,2475.0
10138592,4000,Wallonia,Liège,APARTMENT,205000.0,1.0,67.0,2.5,0.0,0,1.0,73.0,,,,2.0,0.0,3.0,3059.7014925373132
10018845,2861,Flanders,Antwerp,HOUSE,549000.0,3.0,161.0,,,0,,,1.0,455.0,540.0,4.0,,3.0,3409.9378881987577
9722902,3550,Flanders,Limburg,APARTMENT,312500.0,2.0,117.0,,0.0,0,1.0,17.0,,,,,,,2670.940170940171
9912708,6929,Wallonia,Luxembourg,HOUSE,245000.0,4.0,134.0,1.0,0.0,0,,,1.0,850.0,723.0,3.0,0.0,2.0,1828.358208955224
10024880,1040,Brussels,Brussels,APARTMENT,449000.0,2.0,116.0,2.0,0.0,0,1.0,10.0,1.0,55.0,,2.0,0.0,3.0,3870.689655172414
10022764,2040,Flanders,Antwerp,HOUSE,348000.0,3.0,160.0,,0.0,0,,,,,272.0,3.0,0.0,,2175.0
10109417,1080,Brussels,Brussels,APARTMENT,239000.0,2.0,100.0,1.0,,0,1.0,,,,,,0.0,3.0,2390.0
9996473,6043,Wallonia,Hainaut,HOUSE,475000.0,4.0,182.0,1.0,0.0,1,1.0,50.0,,,7890.0,4.0,,2.0,2609.8901098901097
10140282,7750,Wallonia,Hainaut,HOUSE,435000.0,2.0,170.0,,,0,,,1.0,750.0,1092.0,4.0,0.0,3.0,2558.823529411765
10096486,8420,Flanders,West Flanders,APARTMENT,465000.0,3.0,141.0,2.0,,0,1.0,6.0,,,,,0.0,,3297.872340425532
9985663,2540,Flanders,Antwerp,HOUSE,820000.0,5.0,300.0,2.5,0.0,0,1.0,85.0,1.0,260.0,807.0,4.0,,2.0,2733.3333333333335
10095034,2160,Flanders,Antwerp,HOUSE,529000.0,3.0,257.0,1.0,0.0,0,,,1.0,350.0,946.0,4.0,,2.0,2058.3657587548637
9990767,9400,Flanders,East Flanders,APARTMENT,159000.0,1.0,45.0,1.0,,0,,,,,,,0.0,2.0,3533.3333333333335
9681189,7100,Wallonia,Hainaut,APARTMENT,235920.0,3.0,106.0,2.5,0.0,0,1.0,7.0,,,,4.0,,,2225.6603773584907
10000773,2000,Flanders,Antwerp,APARTMENT,460000.0,2.0,92.0,,,0,1.0,52.0,,,,,0.0,3.0,5000.0
9815811,5540,Wallonia,Namur,HOUSE,67500.0,2.0,40.0,1.0,1.0,0,1.0,,,,343.0,4.0,,,1687.5
10145281,8300,Flanders,West Flanders,APARTMENT,425000.0,1.0,70.0,1.0,0.0,0,1.0,,,,,,,1.0,6071.428571428572
10097802,4460,Wallonia,Liège,HOUSE,175000.0,3.0,100.0,0.0,0.0,0,1.0,20.0,1.0,40.0,190.0,2.0,0.0,1.5,1750.0
9810870,7830,Wallonia,Hainaut,HOUSE,680000.0,5.0,380.0,1.0,0.0,1,,,,,5680.0,4.0,,2.0,1789.4736842105262
10121021,3200,Flanders,Flemish Brabant,HOUSE,325000.0,3.0,252.0,,0.0,0,1.0,25.0,,,280.0,2.0,,,1289.6825396825398
10080463,4042,Wallonia,Liège,HOUSE,458144.0,4.0,147.0,,,0,1.0,28.0,,,342.0,3.0,,,3116.625850340136
9873358,1030,Brussels,Brussels,APARTMENT,225000.0,1.0,85.0,1.0,0.0,0,,,,,,2.0,0.0,2.0,2647.0588235294117
6857396,3840,Flanders,Limburg,HOUSE,278443.0,3.0,133.0,1.0,0.0,0,,,1.0,,341.0,,0.0,,2093.5563909774437
10104467,1060,Brussels,Brussels,HOUSE,420000.0,6.0,166.0,,0.0,0,,,,,57.0,2.0,0.0,,2530.120481927711
10082104,9400,Flanders,East Flanders,HOUSE,420000.0,3.0,180.0,2.0,0.0,0,1.0,,1.0,,0.0,4.0,,2.0,2333.3333333333335
10086482,3000,Flanders,Flemish Brabant,APARTMENT,440000.0,2.0,121.0,1.0,0.0,0,1.0,20.0,,,,,,3.0,3636.3636363636365
10091963,6464,Wallonia,Hainaut,HOUSE,60000.0,0.0,125.0,0.0,0.0,1,,,,,176.0,3.0,,,480.0
9886127,9506,Flanders,East Flanders,HOUSE,429000.0,3.0,204.0,,,0,1.0,28.0,1.0,,5780.0,,0.0,3.0,2102.9411764705883
10136027,4218,Wallonia,Liège,HOUSE,325000.0,4.0,140.0,1.0,,0,1.0,,,,697.0,4.0,0.0,3.0,2321.4285714285716
10141691,2900,Flanders,Antwerp,HOUSE,589000.0,4.0,235.0,1.0,0.0,1,1.0,25.0,1.0,75.0,255.0,3.0,,2.0,2506.3829787234044
10002935,8870,Flanders,West Flanders,APARTMENT,294000.0,3.0,122.0,1.0,0.0,0,1.0,,,,,,0.0,,2409.8360655737706
10138303,8300,Flanders,West Flanders,HOUSE,3850000.0,5.0,620.0,2.5,,0,1.0,,,,649.0,4.0,1.0,3.0,6209.677419354839
10062020,2000,Flanders,Antwerp,APARTMENT,795000.0,2.0,225.0,1.0,0.0,0,1.0,213.0,,,,2.0,,1.5,3533.3333333333335
10140453,9100,Flanders,East Flanders,HOUSE,249000.0,3.0,120.0,,,0,1.0,,,,174.0,,0.0,1.0,2075.0
10115194,4280,Wallonia,Liège,APARTMENT,280000.0,2.0,109.0,2.0,0.0,0,1.0,26.0,1.0,272.0,,4.0,,3.0,2568.8073394495414
9870358,6220,Wallonia,Hainaut,HOUSE,165000.0,3.0,155.0,,0.0,0,1.0,,,,170.0,3.0,,2.0,1064.516129032258
9828865,8000,Flanders,West Flanders,HOUSE,489839.0,3.0,169.0,2.5,,0,1.0,,,,0.0,,0.0,,2898.455621301775
9233788,7500,Wallonia,Hainaut,HOUSE,145000.0,5.0,209.0,,,0,,,,,175.0,2.0,,1.0,693.7799043062201
9930414,9160,Flanders,East Flanders,HOUSE,419000.0,3.0,162.0,1.0,0.0,0,,,,,378.0,3.0,0.0,3.0,2586.41975308642
10104445,2850,Flanders,Antwerp,APARTMENT,2295000.0,2.0,90.0,1.0,0.0,0,,,,,,3.0,,,25500.0
10143752,8510,Flanders,West Flanders,HOUSE,565000.0,4.0,280.0,,0.0,0,,,1.0,,795.0,4.0,0.0,,2017.857142857143
10101909,9120,Flanders,East Flanders,HOUSE,430000.0,3.0,176.0,1.0,,0,1.0,,,,656.0,4.0,,2.0,2443.181818181818
10137567,1020,Brussels,Brussels,APARTMENT,112500.0,1.0,40.0,1.0,0.0,0,,,,,,2.0,,,2812.5
9740324,6210,Wallonia,Hainaut,HOUSE,250000.0,3.0,145.0,2.5,,0,,,1.0,,236.0,3.0,,1.5,1724.1379310344828
10131746,8400,Flanders,West Flanders,APARTMENT,353000.0,2.0,135.0,1.0,0.0,0,1.0,30.0,,,,,,,2614.814814814815
10114923,2060,Flanders,Antwerp,APARTMENT,315000.0,2.0,75.0,1.5,0.0,0,1.0,23.0,1.0,105.0,,,,2.0,4200.0
10148232,2100,Flanders,Antwerp,APARTMENT,219000.0,3.0,97.0,1.0,0.0,0,1.0,5.0,,,,2.0,,1.5,2257.7319587628867
9605912,2600,Flanders,Antwerp,HOUSE,398000.0,4.0,153.0,,0.0,0,1.0,,,,0.0,2.0,,1.0,2601.3071895424837
10121094,3220,Flanders,Flemish Brabant,HOUSE,495000.0,3.0,332.0,,,0,1.0,,,,507.0,4.0,,1.5,1490.9638554216867
10117336,2260,Flanders,Antwerp,HOUSE,1049000.0,4.0,431.0,,,0,1.0,,,,10692.0,4.0,,2.0,2433.874709976798
9909965,1040,Brussels,Brussels,HOUSE,900000.0,4.0,252.0,2.0,0.0,0,1.0,15.0,1.0,60.0,0.0,2.0,0.0,3.0,3571.4285714285716
10056176,3650,Flanders,Limburg,HOUSE,347000.0,3.0,162.0,,0.0,0,,,,,1000.0,4.0,0.0,2.0,2141.9753086419755
9954996,6900,Wallonia,Luxembourg,APARTMENT,223000.0,3.0,100.0,,0.0,0,,,,,,,,,2230.0
10139986,9300,Flanders,East Flanders,APARTMENT,274432.0,2.0,109.0,1.0,0.0,0,1.0,28.0,1.0,15.0,,,,,2517.7247706422017
10104621,1652,Flanders,Flemish Brabant,HOUSE,1560000.0,4.0,255.0,2.0,0.0,0,1.0,,,,7210.0,4.0,,2.0,6117.64705882353
