id,postal_code,region,province,type_of_property,price,number_of_bedrooms,surface,kitchen_type,furnished,open_fire,terrace,terrace_surface,garden,garden_surface,land_surface,number_of_facades,swimming_pool,state_of_the_building,priceperm2
10046421,2020,Flanders,Antwerp,APARTMENT,149000.0,1.0,55.0,1.0,,0,,,1.0,58.0,,2.0,0.0,1.5,2709.090909090909
10131130,4870,Wallonia,Liège,HOUSE,219000.0,4.0,162.0,,0.0,0,,,,,263.0,3.0,0.0,1.5,1351.851851851852
9482342,2980,Flanders,Antwerp,APARTMENT,348000.0,2.0,110.0,1.0,0.0,0,1.0,25.0,,,,2.0,,,3163.6363636363635
10030778,1050,Brussels,Brussels,APARTMENT,275000.0,2.0,85.0,1.0,,0,,,,,,2.0,,3.0,3235.294117647059
9957198,4000,Wallonia,Liège,HOUSE,233000.0,3.0,119.0,,0.0,0,1.0,18.0,1.0,30.0,0.0,2.0,,,1957.9831932773109
9919166,1030,Brussels,Brussels,APARTMENT,279000.0,2.0,90.0,1.0,0.0,0,1.0,2.0,,,,3.0,,2.0,3100.0
10138740,8610,Flanders,West Flanders,HOUSE,595000.0,5.0,282.0,0.0,,0,,,,,3508.0,4.0,0.0,2.0,2109.9290780141846
8734099,7620,Wallonia,Hainaut,HOUSE,590000.0,3.0,760.0,,,0,1.0,85.0,,,3412.0,4.0,,2.0,776.3157894736842
10101516,8800,Flanders,West Flanders,HOUSE,185000.0,2.0,146.0,1.0,,0,1.0,6.0,1.0,,87.0,,0.0,1.5,1267.123287671233
9868437,1083,Brussels,Brussels,APARTMENT,169000.0,1.0,70.0,1.0,0.0,0,1.0,8.0,,,,2.0,,,2414.285714285714
9856447,7390,Wallonia,Hainaut,HOUSE,160000.0,3.0,133.0,,0.0,0,,,,,1080.0,2.0,,,1203.0075187969924
10102455,2610,Flanders,Antwerp,APARTMENT,269000.0,2.0,72.0,1.5,0.0,0,1.0,8.0,,,,,,,3736.1111111111113
9106787,8740,Flanders,West Flanders,APARTMENT,299838.0,2.0,96.0,,0.0,0,1.0,25.0,,,,2.0,0.0,,3123.3125
9865637,1070,Brussels,Brussels,APARTMENT,159000.0,1.0,55.0,2.0,0.0,0,1.0,8.0,,,,,,,2890.909090909091
9899789,1500,Flanders,Flemish Brabant,HOUSE,345000.0,4.0,150.0,,0.0,0,,,,,311.0,,0.0,,2300.0
10104277,2322,Flanders,Antwerp,HOUSE,499000.0,5.0,185.0,2.0,0.0,0,1.0,36.0,,,155.0,3.0,,3.0,2697.2972972972975
10070652,6061,Wallonia,Hainaut,HOUSE,130000.0,3.0,90.0,1.0,0.0,0,,,,,161.0,2.0,,2.0,1444.4444444444443
10091478,1030,Brussels,Brussels,HOUSE,1260000.0,12.0,650.0,1.0,0.0,0,,,,,278.0,3.0,,2.0,1938.4615384615386
9940334,2610,Flanders,Antwerp,APARTMENT,245000.0,2.0,84.0,1.0,0.0,0,1.0,9.0,,,,4.0,,2.0,2916.6666666666665
9765902,2830,Flanders,Antwerp,APARTMENT,249000.0,2.0,90.0,1.0,0.0,0,1.0,21.0,1.0,29.0,,4.0,,,2766.6666666666665
10115872,1861,Flanders,Flemish Brabant,HOUSE,275000.0,3.0,128.0,1.0,0.0,0,1.0,,1.0,,265.0,3.0,,2.0,2148.4375
9992426,2070,Flanders,Antwerp,HOUSE,369000.0,4.0,133.0,1.0,0.0,0,1.0,30.0,1.0,130.0,269.0,2.0,0.0,2.0,2774.436090225564
9996997,8670,Flanders,West Flanders,APARTMENT,625000.0,2.0,100.0,1.0,0.0,0,,,,,,2.0,0.0,,6250.0
9827585,8400,Flanders,West Flanders,HOUSE,305000.0,3.0,123.0,1.0,0.0,0,1.0,25.0,1.0,,0.0,,0.0,3.0,2479.6747967479673
9722809,1180,Brussels,Brussels,HOUSE,1690000.0,8.0,700.0,2.0,0.0,0,1.0,,1.0,120.0,307.0,3.0,0.0,2.0,2414.285714285714
9997232,9600,Flanders,East Flanders,HOUSE,395000.0,3.0,184.0,2.0,0.0,0,1.0,8.0,,,80.0,2.0,0.0,2.0,2146.7391304347825
9987429,2100,Flanders,Antwerp,HOUSE,299000.0,3.0,135.0,1.0,0.0,0,,,1.0,93.0,0.0,2.0,,2.0,2214.814814814815
10094100,1020,Brussels,Brussels,HOUSE,475000.0,5.0,230.0,,,0,,,1.0,40.0,110.0,3.0,0.0,2.0,2065.217391304348
10128479,2018,Flanders,Antwerp,APARTMENT,195000.0,1.0,50.0,1.0,,0,,,,,,2.0,0.0,3.0,3900.0
8779449,8301,Flanders,West Flanders,APARTMENT,835000.0,2.0,98.0,1.0,0.0,0,1.0,,,,,2.0,0.0,2.0,8520.408163265307
7803756,8560,Flanders,West Flanders,APARTMENT,125000.0,1.0,41.0,1.0,0.0,0,,,,,,,0.0,2.0,3048.7804878048782
8452132,7340,Wallonia,Hainaut,HOUSE,170000.0,3.0,175.0,0.0,0.0,0,,,,,1519.0,,,,971.4285714285714
10126996,9050,Flanders,East Flanders,APARTMENT,287000.0,3.0,91.0,1.0,0.0,0,,,,,,,0.0,3.0,3153.846153846154
9409681,8587,Flanders,West Flanders,APARTMENT,245000.0,2.0,117.0,1.0,,0,1.0,7.0,,,,,0.0,3.0,2094.017094017094
10076527,2280,Flanders,Antwerp,HOUSE,599900.0,5.0,294.0,2.0,0.0,0,1.0,,1.0,,0.0,,1.0,3.0,2040.4761904761904
9912664,7700,Wallonia,Hainaut,HOUSE,179000.0,4.0,168.0,1.0,0.0,0,1.0,18.0,1.0,60.0,160.0,2.0,0.0,1.5,1065.4761904761904
9985090,9230,Flanders,East Flanders,APARTMENT,185000.0,2.0,74.0,,0.0,0,1.0,3.0,1.0,,,,0.0,,2500.0
9748087,4260,Wallonia,Liège,HOUSE,199000.0,3.0,206.0,,0.0,0,1.0,,1.0,215.0,510.0,2.0,,2.0,966.0194174757281
10034336,9473,Flanders,East Flanders,HOUSE,290000.0,3.0,235.0,2.0,,0,1.0,,,,745.0,2.0,,1.0,1234.0425531914893
9819157,9600,Flanders,East Flanders,APARTMENT,259000.0,1.0,158.0,,0.0,0,,,,,,1.0,0.0,3.0,1639.240506329114
10147515,4610,Wallonia,Liège,HOUSE,240000.0,2.0,172.0,,0.0,0,1.0,10.0,,,319.0,2.0,,,1395.3488372093022
10110468,9000,Flanders,East Flanders,APARTMENT,295000.0,2.0,96.0,,0.0,0,1.0,,,,,2.0,0.0,1.0,3072.9166666666665
10127309,2100,Flanders,Antwerp,APARTMENT,212000.0,2.0,115.0,1.0,0.0,0,,,,,,2.0,,2.0,1843.4782608695652
10147929,8340,Flanders,West Flanders,HOUSE,285000.0,2.0,121.0,,0.0,0,,,,,375.0,4.0,0.0,2.0,2355.371900826446
10107774,1020,Brussels,Brussels,APARTMENT,229000.0,2.0,87.0,1.0,0.0,0,1.0,3.0,,,,4.0,,,2632.183908045977
9473353,6997,Wallonia,Luxembourg,HOUSE,257000.0,4.0,136.0,1.0,0.0,0,1.0,,1.0,250.0,242.0,3.0,,3.0,1889.7058823529412
10029755,7170,Wallonia,Hainaut,HOUSE,200000.0,3.0,110.0,1.0,,0,,,,,380.0,2.0,,2.0,1818.1818181818182
10034712,6767,Wallonia,Luxembourg,HOUSE,150000.0,0.0,902.0,0.0,0.0,0,,,,,902.0,2.0,0.0,,166.29711751662973
10140424,9041,Flanders,East Flanders,HOUSE,419000.0,2.0,94.0,,,0,,,1.0,,406.0,,0.0,2.0,4457.446808510638
10097209,7063,Wallonia,Hainaut,HOUSE,220000.0,2.0,142.0,,,0,1.0,,,,1746.0,4.0,,2.0,1549.2957746478874
9845878,8300,Flanders,West Flanders,APARTMENT,215000.0,1.0,50.0,1.0,1.0,0,,,,,,2.0,0.0,2.0,4300.0
9976631,4020,Wallonia,Liège,HOUSE,205000.0,2.0,110.0,,0.0,0,1.0,18.0,1.0,130.0,243.0,3.0,0.0,2.0,1863.6363636363637
9285124,9600,Flanders,East Flanders,APARTMENT,460000.0,3.0,167.0,2.0,0.0,0,1.0,26.0,,,,4.0,,,2754.491017964072
9042934,6030,Wallonia,Hainaut,HOUSE,214800.0,3.0,122.0,,0.0,0,,,,,113.0,,0.0,,1760.655737704918
9674620,9880,Flanders,East Flanders,APARTMENT,495000.0,2.0,161.0,1.0,0.0,0,1.0,,,,,4.0,0.0,3.0,3074.5341614906833
9528176,8791,Flanders,West Flanders,APARTMENT,184088.0,1.0,65.0,2.0,0.0,0,1.0,,,,,2.0,0.0,2.0,2832.123076923077
9909958,1380,Wallonia,Walloon Brabant,APARTMENT,620000.0,2.0,186.0,,0.0,0,1.0,20.0,1.0,253.0,,2.0,,2.0,3333.3333333333335
10047928,5080,Wallonia,Namur,HOUSE,525000.0,5.0,230.0,,0.0,1,1.0,40.0,1.0,1017.0,1197.0,4.0,,,2282.608695652174
10060979,9310,Flanders,East Flanders,HOUSE,440000.0,4.0,225.0,1.0,,0,1.0,24.0,1.0,756.0,892.0,3.0,0.0,2.0,1955.5555555555557
10038868,9140,Flanders,East Flanders,APARTMENT,299000.0,2.0,121.0,2.0,0.0,0,1.0,8.0,,,,2.0,0.0,3.0,2471.0743801652893
9922599,2830,Flanders,Antwerp,APARTMENT,335000.0,2.0,84.0,1.0,0.0,0,1.0,16.0,1.0,,,3.0,,,3988.095238095238
9649753,8370,Flanders,West Flanders,APARTMENT,405000.0,2.0,130.0,,0.0,0,1.0,,,,,,0.0,,3115.3846153846152
10149386,9000,Flanders,East Flanders,APARTMENT,415000.0,2.0,94.0,1.0,,0,1.0,11.0,,,,,,3.0,4414.893617021276
10020831,4100,Wallonia,Liège,HOUSE,340000.0,5.0,145.0,1.0,0.0,0,1.0,40.0,1.0,150.0,350.0,4.0,0.0,2.0,2344.8275862068967
10142794,8370,Flanders,West Flanders,APARTMENT,379000.0,2.0,62.0,,1.0,0,1.0,7.0,,,,,0.0,,6112.903225806452
10118164,2830,Flanders,Antwerp,HOUSE,339000.0,3.0,130.0,2.0,0.0,0,1.0,6.0,1.0,160.0,255.0,2.0,0.0,3.0,2607.6923076923076
9973465,1040,Brussels,Brussels,HOUSE,2780000.0,4.0,400.0,,0.0,0,1.0,,,,150.0,2.0,,3.0,6950.0
9954755,9600,Flanders,East Flanders,APARTMENT,460000.0,3.0,167.0,2.0,0.0,0,1.0,26.0,,,,,,,2754.491017964072
9867478,4342,Wallonia,Liège,HOUSE,379000.0,6.0,241.0,1.0,0.0,0,1.0,40.0,,,1031.0,4.0,,2.0,1572.6141078838175
10095681,1200,Brussels,Brussels,APARTMENT,540000.0,2.0,106.0,2.5,,0,,,,,,,0.0,3.0,5094.33962264151
10048967,2300,Flanders,Antwerp,APARTMENT,295000.0,2.0,123.0,,0.0,0,1.0,,,,,3.0,,3.0,2398.3739837398375
9797525,1000,Brussels,Brussels,APARTMENT,310000.0,1.0,70.0,2.5,,0,1.0,7.0,,,,,,3.0,4428.571428571428
9995540,3060,Flanders,Flemish Brabant,HOUSE,399000.0,3.0,256.0,1.0,,0,,,,,1194.0,3.0,,1.0,1558.59375
9869880,1020,Brussels,Brussels,HOUSE,335000.0,3.0,169.0,0.0,0.0,0,1.0,,,,0.0,3.0,,,1982.2485207100592
9910085,2230,Flanders,Antwerp,APARTMENT,265000.0,2.0,93.0,1.0,0.0,0,1.0,20.0,,,,2.0,,,2849.462365591398
9870531,8550,Flanders,West Flanders,APARTMENT,285000.0,2.0,96.0,2.0,0.0,0,1.0,35.0,,,,4.0,0.0,3.0,2968.75
10067671,6830,Wallonia,Luxembourg,HOUSE,650000.0,9.0,350.0,1.0,0.0,1,,,1.0,,0.0,4.0,,3.0,1857.142857142857
10065996,4050,Wallonia,Liège,HOUSE,225000.0,2.0,100.0,,0.0,0,1.0,,,,591.0,4.0,0.0,1.5,2250.0
10088386,5020,Wallonia,Namur,HOUSE,337270.0,4.0,170.0,,,0,,,1.0,,1029.0,4.0,,,1983.9411764705883
9763426,3000,Flanders,Flemish Brabant,APARTMENT,505000.0,2.0,79.0,1.0,0.0,0,1.0,,,,,2.0,0.0,3.0,6392.405063291139
10145094,3600,Flanders,Limburg,HOUSE,249000.0,3.0,175.0,,,0,,,1.0,,486.0,,0.0,,1422.857142857143
10107382,4900,Wallonia,Liège,HOUSE,340000.0,3.0,100.0,1.0,,1,1.0,,1.0,,844.0,4.0,,2.0,3400.0
10106518,1150,Brussels,Brussels,APARTMENT,254000.0,1.0,78.0,0.0,,0,1.0,7.0,,,,2.0,0.0,2.0,3256.4102564102564
9636141,9000,Flanders,East Flanders,APARTMENT,424000.0,2.0,96.0,,,0,,,,,,2.0,,3.0,4416.666666666667
10141417,9800,Flanders,East Flanders,APARTMENT,585000.0,3.0,188.0,2.0,0.0,0,1.0,17.0,,,,2.0,,,3111.7021276595747
9930552,5150,Wallonia,Namur,HOUSE,275000.0,3.0,114.0,1.0,0.0,0,1.0,20.0,1.0,150.0,295.0,4.0,,,2412.280701754386
10109964,2230,Flanders,Antwerp,HOUSE,369910.0,4.0,177.0,2.5,0.0,0,1.0,,,,405.0,2.0,,3.0,2089.8870056497176
9779754,1050,Brussels,Brussels,APARTMENT,795000.0,3.0,154.0,,0.0,0,1.0,10.0,,,,2.0,0.0,3.0,5162.337662337663
9863202,1470,Wallonia,Walloon Brabant,HOUSE,1950000.0,6.0,1165.0,2.0,0.0,0,1.0,200.0,1.0,3788.0,3788.0,4.0,0.0,3.0,1673.8197424892703
10111599,6940,Wallonia,Luxembourg,HOUSE,420000.0,6.0,330.0,1.0,0.0,0,,,,,1220.0,2.0,0.0,1.0,1272.7272727272727
10101637,1300,Wallonia,Walloon Brabant,HOUSE,569000.0,2.0,171.0,2.5,0.0,0,1.0,21.0,,,0.0,2.0,0.0,3.0,3327.4853801169593
10031880,8300,Flanders,West Flanders,APARTMENT,230000.0,0.0,45.0,,0.0,0,,,,,,2.0,0.0,,5111.111111111111
10096706,2382,Flanders,Antwerp,HOUSE,1179000.0,5.0,550.0,2.0,,0,1.0,,,,1132.0,4.0,1.0,3.0,2143.6363636363635
9778714,1160,Brussels,Brussels,HOUSE,665000.0,4.0,170.0,1.0,0.0,0,1.0,25.0,,,90.0,2.0,,,3911.764705882353
10087652,1785,Flanders,Flemish Brabant,APARTMENT,265000.0,1.0,72.0,1.0,0.0,0,1.0,37.0,1.0,146.0,,4.0,,3.0,3680.5555555555557
10142418,1600,Flanders,Flemish Brabant,APARTMENT,320000.0,2.0,85.0,2.5,0.0,0,1.0,7.0,,,,,,,3764.705882352941
9828524,9041,Flanders,East Flanders,APARTMENT,285000.0,3.0,140.0,,0.0,0,,,,,,2.0,,,2035.7142857142858
9772730,6280,Wallonia,Hainaut,HOUSE,275000.0,3.0,187.0,,,0,,,1.0,1246.0,1370.0,4.0,,2.0,1470.5882352941176
9900153,8420,Flanders,West Flanders,APARTMENT,140000.0,1.0,35.0,1.0,1.0,0,,,,,,2.0,0.0,2.0,4000.0
9749243,9320,Flanders,East Flanders,HOUSE,263000.0,3.0,144.0,1.5,,0,1.0,12.0,1.0,180.0,249.0,2.0,,1.5,1826.388888888889
10099655,9551,Flanders,East Flanders,HOUSE,229500.0,3.0,179.0,1.0,,0,1.0,42.0,,,186.0,5.0,0.0,2.0,1282.122905027933
10046541,1653,Flanders,Flemish Brabant,HOUSE,439000.0,3.0,153.0,1.0,0.0,0,1.0,,,,0.0,4.0,,2.0,2869.281045751634
10101661,9660,Flanders,East Flanders,HOUSE,239000.0,3.0,211.0,,0.0,0,1.0,,,,164.0,2.0,,,1132.7014218009479
10026146,1150,Brussels,Brussels,APARTMENT,293000.0,2.0,79.0,1.0,,0,1.0,8.0,,,,2.0,0.0,1.5,3708.8607594936707
9988641,1190,Brussels,Brussels,APARTMENT,189000.0,2.0,75.0,1.5,,0,1.0,,,,,2.0,0.0,1.5,2520.0
10126170,1730,Flanders,Flemish Brabant,HOUSE,649000.0,4.0,595.0,2.0,0.0,0,1.0,,1.0,139.0,490.0,3.0,0.0,3.0,1090.7563025210084
10131537,1040,Brussels,Brussels,APARTMENT,414355.0,2.0,105.0,1.0,0.0,0,1.0,3.0,,,,2.0,,2.0,3946.2380952380954
10118268,6791,Wallonia,Luxembourg,APARTMENT,245000.0,2.0,88.0,1.5,0.0,0,,,,,,3.0,,3.0,2784.090909090909
9842765,5503,Wallonia,Namur,HOUSE,210000.0,4.0,219.0,,0.0,0,,,1.0,10.0,1570.0,3.0,,0.0,958.9041095890411
10069541,3001,Flanders,Flemish Brabant,APARTMENT,285000.0,2.0,78.0,1.0,0.0,0,,,,,,,0.0,2.0,3653.846153846154
9891614,1770,Flanders,Flemish Brabant,HOUSE,399000.0,3.0,356.0,1.0,,0,1.0,34.0,,,0.0,2.0,,,1120.7865168539327
10103941,7080,Wallonia,Hainaut,HOUSE,280000.0,3.0,230.0,,0.0,0,1.0,20.0,1.0,140.0,234.0,3.0,,,1217.391304347826
10037685,1180,Brussels,Brussels,APARTMENT,2850000.0,3.0,345.0,2.5,0.0,0,1.0,80.0,1.0,235.0,,,0.0,3.0,8260.869565217392
10079914,7940,Wallonia,Hainaut,HOUSE,330000.0,3.0,240.0,1.0,0.0,1,,,,,1740.0,4.0,,1.5,1375.0
10036834,2870,Flanders,Antwerp,HOUSE,330000.0,3.0,173.0,1.0,,0,,,,,650.0,3.0,,1.5,1907.5144508670521
10109471,3500,Flanders,Limburg,APARTMENT,616244.0,2.0,150.0,,,0,1.0,44.0,,,,3.0,,,4108.293333333333
8841144,6560,Wallonia,Hainaut,HOUSE,85000.0,6.0,271.0,,,0,,,,,160.0,2.0,,,313.6531365313653
9785676,5550,Wallonia,Namur,HOUSE,275000.0,5.0,174.0,1.0,0.0,0,1.0,30.0,,,620.0,3.0,,,1580.4597701149426
10140829,9000,Flanders,East Flanders,HOUSE,419000.0,5.0,197.0,2.0,0.0,0,1.0,12.0,,,103.0,2.0,0.0,3.0,2126.903553299492
10134108,2800,Flanders,Antwerp,APARTMENT,279000.0,2.0,90.0,1.0,0.0,0,,,,,,2.0,0.0,2.0,3100.0
10145006,8340,Flanders,West Flanders,HOUSE,562400.0,3.0,232.0,,,0,,,,,529.0,,0.0,,2424.137931034483
10120534,3290,Flanders,Flemish Brabant,HOUSE,260000.0,0.0,211.0,1.0,,0,,,,,89.0,3.0,,2.0,1232.2274881516587
9185060,7387,Wallonia,Hainaut,HOUSE,230000.0,4.0,225.0,,0.0,0,1.0,,,,1308.0,3.0,,2.0,1022.2222222222222
9879775,1500,Flanders,Flemish Brabant,HOUSE,165000.0,2.0,100.0,1.0,0.0,0,1.0,,1.0,60.0,158.0,2.0,0.0,1.5,1650.0
10099097,8300,Flanders,West Flanders,APARTMENT,1850000.0,3.0,125.0,2.0,,0,1.0,,,,,3.0,0.0,3.0,14800.0
9976479,8700,Flanders,West Flanders,HOUSE,255000.0,3.0,179.0,,,0,1.0,,1.0,,140.0,,0.0,3.0,1424.5810055865923
9967904,1200,Brussels,Brussels,APARTMENT,350000.0,1.0,77.0,2.0,0.0,0,1.0,10.0,1.0,50.0,,2.0,0.0,3.0,4545.454545454545
10026108,8430,Flanders,West Flanders,HOUSE,190000.0,3.0,155.0,,0.0,0,,,1.0,92.0,255.0,2.0,0.0,1.0,1225.8064516129032
10012659,8340,Flanders,West Flanders,APARTMENT,331500.0,2.0,91.0,2.0,,0,1.0,14.0,,,,2.0,,3.0,3642.8571428571427
9971117,7012,Wallonia,Hainaut,HOUSE,230000.0,3.0,200.0,1.0,,0,1.0,10.0,,,300.0,2.0,,2.0,1150.0
8756851,9308,Flanders,East Flanders,APARTMENT,232000.0,2.0,100.0,2.0,0.0,0,1.0,15.0,,,,,,3.0,2320.0
10143975,2250,Flanders,Antwerp,HOUSE,359000.0,3.0,137.0,1.0,0.0,0,,,,,806.0,,0.0,2.0,2620.4379562043796
9877557,2890,Flanders,Antwerp,APARTMENT,358000.0,2.0,120.0,1.0,0.0,0,1.0,,,,,,,2.0,2983.3333333333335
9967420,6880,Wallonia,Luxembourg,HOUSE,175000.0,3.0,180.0,1.0,0.0,0,,,,,1275.0,3.0,,2.0,972.2222222222222
10001319,1040,Brussels,Brussels,APARTMENT,319000.0,3.0,115.0,1.0,0.0,1,,,,,,,,,2773.913043478261
9911458,2850,Flanders,Antwerp,HOUSE,355000.0,3.0,145.0,1.0,0.0,0,1.0,24.0,1.0,80.0,160.0,2.0,0.0,3.0,2448.2758620689656
9808058,4030,Wallonia,Liège,APARTMENT,149000.0,2.0,76.0,1.0,0.0,0,1.0,6.0,,,,,,2.0,1960.5263157894738
9907283,1090,Brussels,Brussels,HOUSE,249000.0,2.0,85.0,1.0,0.0,0,1.0,8.0,1.0,50.0,80.0,2.0,0.0,1.0,2929.4117647058824
10027579,3290,Flanders,Flemish Brabant,HOUSE,995000.0,4.0,405.0,,0.0,0,1.0,,1.0,,4655.0,4.0,1.0,2.0,2456.7901234567903
9854485,6900,Wallonia,Luxembourg,HOUSE,390000.0,4.0,185.0,1.0,0.0,0,,,,,0.0,17.0,0.0,2.0,2108.108108108108
10055084,8400,Flanders,West Flanders,APARTMENT,550000.0,3.0,121.0,2.0,0.0,0,1.0,32.0,,,,,0.0,3.0,4545.454545454545
10126580,9800,Flanders,East Flanders,HOUSE,315000.0,3.0,184.0,1.0,0.0,0,1.0,,,,561.0,4.0,0.0,1.0,1711.9565217391305
9927766,1500,Flanders,Flemish Brabant,HOUSE,419000.0,3.0,176.0,1.0,0.0,0,,,,,557.0,3.0,,2.0,2380.681818181818
10118949,2550,Flanders,Antwerp,HOUSE,419000.0,3.0,151.0,1.0,0.0,1,,,1.0,,270.0,3.0,,2.0,2774.8344370860927
9772955,1652,Flanders,Flemish Brabant,APARTMENT,125000.0,1.0,40.0,1.0,,0,1.0,16.0,,,,1.0,,,3125.0
10088017,7090,Wallonia,Hainaut,HOUSE,280000.0,2.0,124.0,,,0,1.0,22.0,1.0,284.0,400.0,4.0,0.0,1.0,2258.064516129032
10093898,1070,Brussels,Brussels,APARTMENT,265000.0,2.0,105.0,1.5,,0,1.0,14.0,,,,3.0,0.0,,2523.809523809524
9777484,9280,Flanders,East Flanders,APARTMENT,360500.0,4.0,136.0,2.5,0.0,0,1.0,22.0,,,,,0.0,,2650.735294117647
10093274,8370,Flanders,West Flanders,HOUSE,282000.0,3.0,180.0,1.0,0.0,0,1.0,,,,61.0,,0.0,2.0,1566.6666666666667
9991615,1000,Brussels,Brussels,APARTMENT,410000.0,3.0,129.0,,0.0,0,,,,,,4.0,0.0,3.0,3178.294573643411
10052372,2660,Flanders,Antwerp,HOUSE,199000.0,2.0,111.0,0.0,,0,,,,,0.0,2.0,,,1792.7927927927929
9997521,1160,Brussels,Brussels,APARTMENT,400000.0,1.0,72.0,2.5,,0,1.0,13.0,,,,2.0,0.0,3.0,5555.555555555556
10122543,2660,Flanders,Antwerp,HOUSE,745000.0,4.0,400.0,,0.0,0,,,1.0,,2521.0,3.0,,1.0,1862.5
9942030,2018,Flanders,Antwerp,HOUSE,3100000.0,19.0,680.0,,1.0,0,1.0,90.0,,,205.0,2.0,0.0,2.0,4558.823529411765
10049279,4610,Wallonia,Liège,HOUSE,40000.0,3.0,156.0,1.0,0.0,0,1.0,15.0,1.0,120.0,286.0,2.0,,,256.4102564102564
10003552,1180,Brussels,Brussels,APARTMENT,650000.0,3.0,180.0,2.0,0.0,0,1.0,24.0,,,,,0.0,1.0,3611.1111111111113
10013110,8400,Flanders,West Flanders,APARTMENT,275000.0,2.0,68.0,1.0,,0,1.0,3.0,,,,2.0,0.0,2.0,4044.1176470588234
10124844,1200,Brussels,Brussels,HOUSE,935000.0,7.0,290.0,0.0,0.0,0,1.0,16.0,1.0,30.0,140.0,2.0,0.0,1.0,3224.137931034483
10148079,1600,Flanders,Flemish Brabant,APARTMENT,279000.0,2.0,88.0,,0.0,0,,,,,,,,,3170.4545454545455
10094177,2160,Flanders,Antwerp,HOUSE,359000.0,4.0,170.0,1.0,0.0,0,,,1.0,200.0,0.0,2.0,,2.0,2111.764705882353
9875246,6040,Wallonia,Hainaut,HOUSE,20000.0,2.0,114.0,,0.0,0,,,1.0,383.0,463.0,4.0,,1.5,175.43859649122808
9926178,1840,Flanders,Flemish Brabant,HOUSE,529000.0,4.0,369.0,2.0,0.0,0,1.0,160.0,1.0,120.0,442.0,2.0,1.0,3.0,1433.6043360433605
10129982,9000,Flanders,East Flanders,HOUSE,475000.0,2.0,229.0,,0.0,0,,,1.0,,90.0,3.0,0.0,,2074.235807860262
9937426,1150,Brussels,Brussels,HOUSE,645000.0,3.0,160.0,1.5,0.0,0,1.0,10.0,1.0,105.0,182.0,2.0,0.0,2.0,4031.25
9997566,4920,Wallonia,Liège,APARTMENT,249000.0,4.0,194.0,2.0,0.0,0,1.0,45.0,,,,2.0,,2.0,1283.5051546391753
9923120,9300,Flanders,East Flanders,APARTMENT,369000.0,3.0,205.0,2.0,,0,1.0,30.0,,,,2.0,0.0,3.0,1800.0
10000099,5190,Wallonia,Namur,HOUSE,495000.0,4.0,214.0,1.5,0.0,1,,,1.0,,795.0,4.0,,2.0,2313.0841121495328
10104086,1120,Brussels,Brussels,APARTMENT,295000.0,2.0,85.0,2.0,0.0,0,1.0,4.0,,,,,0.0,3.0,3470.5882352941176
9947797,8370,Flanders,West Flanders,APARTMENT,345000.0,2.0,85.0,1.0,0.0,0,1.0,,,,,2.0,,,4058.823529411765
9653381,1480,Wallonia,Walloon Brabant,HOUSE,395000.0,7.0,398.0,1.5,0.0,0,1.0,50.0,1.0,500.0,630.0,3.0,0.0,3.0,992.4623115577889
10029918,9051,Flanders,East Flanders,APARTMENT,175000.0,1.0,70.0,,,0,1.0,,,,,,1.0,2.0,2500.0
9528351,4620,Wallonia,Liège,APARTMENT,242500.0,2.0,97.0,0.0,0.0,0,1.0,5.0,,,,,,,2500.0
10147331,5310,Wallonia,Namur,HOUSE,420000.0,4.0,230.0,1.0,0.0,0,1.0,,1.0,,708.0,3.0,,3.0,1826.0869565217392
10096955,2100,Flanders,Antwerp,APARTMENT,169000.0,2.0,82.0,,,0,1.0,2.0,,,,2.0,,2.0,2060.9756097560976
10060519,8400,Flanders,West Flanders,APARTMENT,199900.0,1.0,56.0,1.0,0.0,0,,,,,,1.0,0.0,2.0,3569.6428571428573
10025503,1150,Brussels,Brussels,HOUSE,3200000.0,5.0,410.0,,0.0,0,1.0,25.0,,,3875.0,4.0,0.0,,7804.878048780488
10062173,9060,Flanders,East Flanders,APARTMENT,680000.0,6.0,318.0,,0.0,0,1.0,,,,,2.0,0.0,2.0,2138.364779874214
9100544,7951,Wallonia,Hainaut,HOUSE,234900.0,3.0,132.0,0.0,0.0,0,,,,,474.0,3.0,,,1779.5454545454545
10051585,4682,Wallonia,Liège,HOUSE,175000.0,4.0,157.0,1.0,0.0,0,1.0,20.0,,,437.0,3.0,,,1114.6496815286623
7410199,9340,Flanders,East Flanders,HOUSE,210000.0,2.0,200.0,1.0,0.0,0,1.0,50.0,,,205.0,2.0,,,1050.0
10010471,8300,Flanders,West Flanders,APARTMENT,795000.0,2.0,60.0,,,0,1.0,,,,,,0.0,2.0,13250.0
9182973,1370,Wallonia,Walloon Brabant,APARTMENT,280000.0,2.0,118.0,2.5,0.0,0,1.0,5.0,,,,2.0,0.0,,2372.8813559322034
9495983,1180,Brussels,Brussels,APARTMENT,1800000.0,2.0,375.0,2.0,,0,1.0,75.0,1.0,400.0,,4.0,,3.0,4800.0
10120532,5140,Wallonia,Namur,HOUSE,350000.0,4.0,200.0,1.0,0.0,1,1.0,40.0,1.0,,2178.0,4.0,,1.5,1750.0
9921983,7542,Wallonia,Hainaut,APARTMENT,180000.0,3.0,100.0,1.0,0.0,0,1.0,,,,,2.0,0.0,2.0,1800.0
